1-53	098700
1-54	000200
1-54	152770
1-54	000100
1-54	032250
1-54	001400
1-54	103740
1-54	001120
1-54	193310
1-54	01011870
1-54	527370
1-55	01001070
1-55	000070
1-55	116260
1-55	001230
1-55	031240
1-55	003520
1-55	01000610
1-55	000670
1-55	527370
1-55	003130
1-56	242710
1-56	002690
1-56	341960
1-56	000200
1-56	000160
1-56	084160
1-56	000100
1-56	151270
1-56	103800
1-56	342170
1-57	01001070
1-57	000710
1-57	229120
1-57	000970
1-57	244400
1-57	003090
1-57	244060
1-57	016980
1-57	003130
1-57	527370
1-58	01000820
1-58	084160
1-58	132630
1-58	152770
1-58	020580
1-58	055550
1-58	01000110
1-58	437750
1-58	000200
1-58	193850
1-59	032220
1-59	01001070
1-59	002670
1-59	001220
1-59	222540
1-59	000370
1-59	078860
1-59	116230
1-59	527370
1-59	489810
1-60	031260
1-60	103670
1-60	233630
1-60	233610
1-60	001600
1-60	032290
1-60	152760
1-60	078900
1-60	000070
1-60	01012600
1-61	000010
1-61	080230
1-61	032340
1-61	001600
1-61	117310
1-61	436790
1-61	038130
1-61	242710
1-61	527370
1-61	003130
1-62	055540
1-62	064560
1-62	000070
1-62	000140
1-62	000100
1-62	001280
1-62	098650
1-62	032290
1-62	001410
1-62	099470
1-63	003140
1-63	041440
1-63	108400
1-63	242710
1-63	287830
1-63	341960
1-63	001230
1-63	162600
1-63	527370
1-63	003130
1-64	000010
1-64	031260
1-64	103670
1-64	001600
1-64	152760
1-64	436790
1-64	080230
1-64	000070
1-64	162810
1-64	527370
1-65	004490
1-65	342430
1-65	080450
1-65	016660
1-65	080350
1-65	152770
1-65	069580
1-65	019400
1-65	347530
1-65	01076220
1-66	004490
1-66	035460
1-66	017040
1-66	001280
1-66	343530
1-66	152770
1-66	080350
1-66	069580
1-66	016070
1-66	01001450
1-67	001230
1-67	004290
1-67	004440
1-67	065130
1-67	242710
1-67	346570
1-67	168500
1-67	527370
1-67	003130
1-67	01044850
1-68	004440
1-68	279650
1-68	300920
1-68	017110
1-68	000100
1-68	280050
1-68	341960
1-68	003130
1-68	001230
1-68	527370
1-69	037810
1-69	150880
1-69	527370
1-69	151270
1-69	242710
1-69	322320
1-69	351790
1-69	035750
1-69	488870
1-69	189680
1-70	037810
1-70	150880
1-70	373260
1-70	527370
1-70	355250
1-70	296660
1-70	103740
1-70	103750
1-70	035750
1-70	189680
1-71	152800
1-71	031600
1-71	040620
1-71	035460
1-71	031620
1-71	117180
1-71	040660
1-71	104940
1-71	01002490
1-71	527370
1-72	004260
1-72	001080
1-72	032290
1-72	000050
1-72	000040
1-72	099470
1-72	038140
1-72	055780
1-72	527370
1-72	003130
1-73	001600
1-73	341960
1-73	002690
1-73	003070
1-73	000100
1-73	003020
1-73	001120
1-73	163220
1-73	000040
1-73	195010
1-74	031620
1-74	317510
1-74	035460
1-74	004490
1-74	342440
1-74	342430
1-74	342260
1-74	080350
1-74	346350
1-74	164670
1-75	001230
1-75	222540
1-75	341960
1-75	034430
1-75	034440
1-75	342170
1-75	242710
1-75	000090
1-75	527370
1-75	003130
1-76	001230
1-76	097980
1-76	247060
1-76	341960
1-76	103740
1-76	342170
1-76	003130
1-76	030110
1-76	004810
1-76	527370
1-77	222540
1-77	001230
1-77	341960
1-77	034430
1-77	034440
1-77	342170
1-77	030110
1-77	000160
1-77	003130
1-77	527370
1-78	000090
1-78	001230
1-78	084170
1-78	242710
1-78	228270
1-78	080500
1-78	022420
1-78	081750
1-78	000160
1-78	527370
1-79	103830
1-79	343320
1-79	003070
1-79	003020
1-79	031620
1-79	098380
1-79	342780
1-79	152800
1-79	341960
1-79	317510
1-80	013350
1-80	032250
1-80	184600
1-80	338860
1-80	032260
1-80	000100
1-80	455240
1-80	341960
1-80	01000770
1-80	01005160
1-81	000710
1-81	108400
1-81	032240
1-81	242710
1-81	000100
1-81	108460
1-81	003090
1-81	069300
1-81	222330
1-81	527370
1-82	022420
1-82	066090
1-82	066930
1-82	290970
1-82	035900
1-82	287830
1-82	304330
1-82	222540
1-82	035680
1-82	527370
1-83	020630
1-83	111570
1-83	222590
1-83	152030
1-83	423740
1-83	105240
1-83	033980
1-83	033900
1-83	104900
1-83	222540
1-84	003000
1-84	017180
1-84	002990
1-84	395130
1-84	001150
1-84	084170
1-84	032240
1-84	017030
1-84	099210
1-84	017380
1-85	255510
1-85	036130
1-85	036120
1-85	194110
1-85	036280
1-85	001230
1-85	032310
1-85	247110
1-85	105390
1-85	146610
1-86	000100
1-86	031420
1-86	032250
1-86	001280
1-86	011260
1-86	279040
1-86	002760
1-86	000070
1-86	162310
1-86	001600
